mid,name,rating,director
112582,Life Itself (2014),3.85,Steve James
47047,"Groomsmen,2.94,Edward Burns
47049,Shadowboxer (2005),3.14,Lee Daniels
112586,Brothers (Veljekset) (2011),3.75,Mika Kaurismaki
112589,Ride the Divide (2010),3.50,Hunter Weeks
47054,Each Dawn I Die (1939),3.25,William Keighley
0,Finding Fela! (2014),?,Alex Gibney
112594,Duplicate (1998),2.75,Mahesh Bhatt
112596,Missing William (2014),1.50,Kenin Macrae
112599,Favor (2013),2.50,Paul Osborne
47063,Loch Ness (1996),2.86,John Henderson
112601,Dogs (1976),3.00,Stephan Komandarev
112603,A mí las mujeres ni fu ni fa (1971),3.50,
112606,Todos eran culpables (1962),3.50,
112610,"Sunfish,3.50,Soren Balle
47076,"Good Morning,3.18,Marco Bellocchio
112621,Chronicle of a Disappearance (1996),4.00,Elia Suleiman
47084,"Live and Become (Va,3.73,Radu Mihaileanu
112623,Dawn of the Planet of the Apes (2014),3.61,Matt Reeves
112625,"Great Magician,2.62,Tung-Shing Yee
47092,On Dangerous Ground (1952),3.41,Ida Lupino
47099,"Pursuit of Happyness,3.81,Gabriele Muccino
112637,"Ultimate Warrior,2.00,Robert Clouse
112640,Ra.One (2011),1.67,Anubhav Sinha
112642,Gun Woman (2014),3.00,Kurando Mitsutake
0,"Rebel,?,
112650,Watercolors (2008),3.25,David Oliveras
112653,"Battered Bastards of Baseball,3.45,Chapman Russell Way
47117,Tears of the Black Tiger (Fah talai jone) (2000),3.23,Wisit Sasanatieng
112655,No One Lives (2012),2.30,Ryuhei Kitamura
112657,Unraveled (2011),3.00,
47122,John Tucker Must Die (2006),3.03,Betty Thomas
47124,"Ant Bully,2.98,John A. Davis
112663,Buckskin Frontier (1943),3.00,
112665,Budz House (2011),2.33,Cameron Casey
47129,Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923),3.17,Artur Robinson
47131,Leaves from Satan's Book (Blade af Satans bog) (1921),3.33,Carl Theodor Dreyer
47135,Michael (1924),3.57,Carl Theodor Dreyer
112672,Bullet for a Badman (Renegade Posse) (1964),3.00,
47146,Lady Killer (1933),3.50,Roy Del Ruth
47148,Mrs. Palfrey at the Claremont (2005),3.71,Dan Ireland
47150,"Death of Mr. Lazarescu,3.57,Christi Puiu
47152,Cria! (Cría cuervos) (1976),3.79,Carlos Suara
112689,Miss Violence (2013),3.25,Alexandros Avranas
112693,"Dispatch from Reuter's,3.00,
47165,Ciao Manhattan (Ciao! Manhattan) (1972),2.30,Allen Ginsberg
112705,"Beast with a Million Eyes,1.00,Roger Corman
112710,"Strange One,3.60,Jack Garfein
47180,"Gas,3.71,Matti Kassila
112723,"Billy Two Hats (Lady and the Outlaw,3.00,Ted Kotcheff
112725,Buffalo Bill (1944),3.30,William Wellman
112727,Deliver Us from Evil (2014),2.98,Scott Derrickson
112729,If I Were You (2012),3.75,Joan Carr-Wiggin
112731,"Saratov Approach,1.17,Garrett Batty
47196,"Rainmaker,3.27,Joseph Anthony
112733,Jonestown: Paradise Lost (2007),2.67,
112735,Charlie's Country (2013),3.83,Rolf de Heer
47200,Crank (2006),3.45,Mark Neveldine
47202,"Secret Life of Words,3.74,Isabel Coixet
112741,Finding Normal (2013),2.25,Brian Herzlinger
112743,Margaret Thatcher: The Long Walk to Finchley (2008),4.00,Niall MacCormick
112749,And So It Goes (2014),2.92,Rob Reiner
0,Ju-on: The Beginning of the End (Ju-on: Owari no hajimari) (2014),?,Masayuki Ochiai
112753,Torment (2013),1.00,Jordan Barker
47221,"Dudesons Movie,2.74,Jarno Laasala
112759,Healing (2014),3.50,Craig Monahan
112764,"Last Taboo,4.00,
112767,Premature (2014),2.75,Dan Beers
112770,Dr Money and the Boy with No Penis (2004),4.00,
112772,"Brain,2.00,Ed Hunt
47237,Black Gold (2006),4.00,Mark Francis
47239,"Hurricane,3.22,John Ford
112774,"Severed Arm,0.50,Thomas S. Alderman
112776,Bloodline (2011),0.50,Matt Thompson
112778,Unrated II: Scary as Hell (2011),0.50,
112780,Panic (2001),0.50,Bob Misiorowski
112782,Darkest Night (2012),0.50,
47248,Johnny Was (2006),3.30,Pawan Kalyan
112784,Bluebeard (Barbe-Bleue) (1936),2.50,
47250,Played (2006),2.00,Sean Stanek
112788,Sex Tape (2014),2.61,Jake Kasdan
47254,Chaos (2005),3.20,Tony Giglio
112790,Going Down in LA-LA Land (2011),5.00,Casper Andreas
112792,Operation Ganymed (1977),4.00,
47261,"Night Listener,2.89,Patrick Stettner
112798,Pick-up Summer (Pinball Summer) (1980),2.00,George Mihalka
47264,Barnyard: The Original Party Animals (2006),2.70,Steve Oedekerk
112800,Ride Beyond Vengeance (1966),3.00,Bernard McEveety
112802,EMR (2004),4.50,Adam Leese
112804,I Origins (2014),3.57,Mike Cahill
112807,Gunbuster (Top wo Narae) (1988),2.90,
112809,"Diebuster ""Top wo Narae 2"" (2004)",2.75,
47274,Murmur of the Heart (Le souffle au coeur) (1971),3.81,Louis Malle
112811,"Front Line,3.10,Hun Jang
47277,They Won't Believe Me (1947),3.75,Irving Pichel
112814,Wrestling for Jesus: The Tale of T-Money (2011),4.00,
112816,One Man Up (L'uomo in più) (2001),4.50,Paolo Sorrentino
112818,"Purge: Anarchy,3.04,James DeMonaco
47285,"Left Hand of God,2.79,Edward Dmytryk
47287,Compulsion (1959),3.54,Richard Fleischer
47306,"Canterbury Tale,3.65,Michael Powell
112842,Bundle of Joy (1956),3.00,Norman Taurog
112844,Bus Stop (1982),3.00,
112850,Words and Pictures (2013),3.35,Fred Schepisi
112852,Guardians of the Galaxy (2014),3.85,James Gunn
112854,"Ghost Goes West,3.25,Rene Clair
112856,"Nazi Officer's Wife,3.50,Liz Garbus
112864,10.5 (2004),2.00,John Lafia
47330,Dirty Mary Crazy Larry (1974),3.10,John Hough
112866,"Strange Color Of Your Body's Tears,3.40,Helene Cattet
112868,"Signal,3.07,William Eubank
112871,"Ballroom,4.50,Lais Bodanzky
112877,Busses Roar (Buses Roar) (1942),2.00,
47342,Angels Over Broadway (1940),3.00,Ben Hecht
0,But Not for Me (1959),?,Walter Lang
112882,Butcher Boys (Bone Boys) (2012),2.50,Justin Meeks
112890,Jimmy's Hall (2014),3.50,Ken Loach
47356,Fortress (1985),3.30,Arch Nicholson
112893,Super Hero Party Clown (2010),3.00,
112895,Willow Creek (2013),2.34,Bobcat Goldthwait
112897,"Expendables 3,2.93,Patrick Hughes
112903,Gunday (2014),2.38,Ali Abbas Zafar
112905,Goliyon Ki Raasleela Ram-Leela (2013),3.50,Sanjay Leela Bhansali
112907,"Villain,3.00,Mohit Suri
112909,Kites (2010),3.00,Anurag Basu
112911,Hercules (2014),2.90,Brett Ratner
112913,Monty Python Live (Mostly) (2014),3.47,
47382,Step Up (2006),3.42,Anne Fletcher
47384,Zoom (2006),2.48,Peter Hewitt
112921,Once My Mother (2014),4.00,Sophia Turkiewicz
112923,Blood in the Mobile (2011),4.50,
112925,Hide Your Smiling Faces (2013),3.25,Daniel Patrick Carbone
112929,Paradise: Hope (Paradies: Hoffnung) (2013),3.75,Ulrich Seidl
47394,"Bon Cop,3.55,Erik Canuel
112931,Villa Amalia (2009),3.50,Benoit Jacquot
47397,"Tom,3.12,Garson Kanin
112938,"Detective,2.75,Oxide Pang Chun
47404,Mind Game (2004),3.83,Masaaki Yuasa
112940,"Most Wanted Man,3.41,Anton Corbijn
112942,Sky Murder (1940),4.00,
112944,Molly Maxwell (2013),3.50,Sara St. Onge
112946,Wish I Was Here (2014),3.49,Zach Braff
112948,Sandakan 8 (Sandakan hachibanshokan bohkyo) (1974),3.50,Kei Kumai
112950,Sex in Chains (Geschlecht in Fesseln) (1928),2.75,William Dieterle
112953,Valley of the Dragons (1961),2.50,
47417,Land of the Blind (2006),3.50,Robert Edwards
112955,Coney Island (1917),3.00,
112957,Never Weaken (1921),3.50,Fred C. Newmeyer
112959,Go for Sisters (2013),3.17,John Sayles
47423,Half Nelson (2006),3.70,Ryan Fleck
112961,Playing with Love (Puppy Love) (Maladolescenza) (1977),4.00,Pier Giuseppe Murgia
112974,C.O.G. (2013),3.25,Kyle Patrick Alvarez
112976,C'mon Man (2012),1.50,
112978,Caesar (Julius Caesar) (2002),3.50,Uli Edel
47446,"Moustache,3.41,Emmanuel Carrere
112982,Café Metropole (1937),2.50,Edward H. Griffith
47452,Wing Chun (1994),3.80,Donnie Yen
112988,Lust for Love (2014),3.80,Anton King
47455,Executioners (Xian dai hao xia zhuan) (1993),3.38,Johnnie To
112990,"Pursuit of Unhappiness,5.00,Sherry Hormann
112992,Edge of Fear (Ella y el miedo) (1962),3.00,
47458,"Swordsman II (Legend of the Swordsman,3.33,Michael Kennedy
112995,Sorrow and Joy (Sorg og glæde) (2013),3.83,Nils Malmros
47460,Peking Opera Blues (Do ma daan) (1986),3.46,Hark Tsui
112999,Fugitives (Fugitivas) (2000),3.00,Miguel Hermoso Arnao
113001,Family United (La gran familia española) (2013),3.00,Daniel Sanchez Arevalo
47465,Tideland (2005),3.40,Terry Gilliam
47477,Good News (1947),3.44,
113014,California Conquest (1952),2.50,
113016,Call Me Bwana (1963),3.00,Gordon Douglas
47482,Thunderbolt (Pik lik feng) (1995),2.85,Gordon Chan
47484,G Men (1935),3.71,William Keighley
113020,Two Tars (1928),3.50,James Parrott
113022,The Visitor (1979),2.67,Giulio Paradisi
113024,"Unholy Wife,2.50,John Farrow
47491,Adam's Apples (Adams æbler) (2005),3.95,Anders Thomas Jensen
113029,"Keeper,2.50,Paul Lynch
47493,Cabin in the Sky (1943),3.41,Busby Berkeley
113033,Rasmus på luffen (1981),3.50,Olle Hellbom
113035,"Bachelor Weekend,2.50,John Butler
113037,Finding Bliss (2009),3.50,Julie Davis
47501,Tol'able David (1921),3.12,Henry King
113039,Gracie's Choice (2004),4.00,Peter Werner
47503,2:37 (2006),3.26,Murali K. Thalluri
113041,Father and Guns (De père en flic) (2009),3.50,Emile Gaudreault
113043,Loser Takes All! (Qui perd gagne !) (2003),5.00,Laurent Benegui
113045,"Boogie (Boogie,4.50,
113048,Tables Turned on the Gardener (1895),2.25,
47516,Material Girls (2006),2.32,Martha Coolidge
47518,Accepted (2006),3.30,Steve Pink
47525,Lie with Me (2005),3.17,Clement Virgo
113062,Hellion (2014),3.38,Kat Candler
113064,"Trip to Italy,3.51,Michael Winterbottom
113066,Food (Jídlo) (1993),3.50,Jan Svankmajer
113068,For a Woman (Pour une femme) (2013),3.25,Diane Kurys
113071,Earth to Echo (2014),3.23,Dave Green
113073,Two Lives (Zwei Leben) (2012),3.75,Georg Maas
47538,Crime Busters (1977),3.38,Enzo Barboni
47540,Att stjäla en tjuv (1996),2.25,
113080,"Burma Conspiracy,3.83,Jerome Salle
113083,Westfront 1918 (1930),3.75,Georg Wilhelm Pabst
113089,Maidentrip (2014),3.44,Jillian Schlesinger
113092,Kidnapped For Christ (2014),2.30,Kate Logan
47559,Drömkåken (1993),2.50,
47561,Shake It (En kort en lang) (2001),3.67,Hella Joof
113103,Step Up All In (2014),3.43,Trish Sie
47566,Born to Kill (1947),3.43,Robert Wise
113105,Mystery of the 13th Guest (1943),1.88,
47571,Heading South (Vers le sud) (2005),3.16,Laurent Cantet
113112,Video Games: The Movie (2014),2.42,Jeremy Snead
113122,"Girl Who Talked to Dolphins,4.00,
113126,Val Lewton:  The Man in the Shadows (2007),3.50,Kent Jones
113128,Return to Life (1938),2.00,Henri Cartier-Bresson
113130,Sharktopus vs. Pteracuda (2014),2.50,
113132,"Key,3.00,
47601,7 Men from Now (Seven Men from Now) (1956),3.64,Budd Boetticher
113139,"Day's Pleasure,3.00,
47606,Captain January (1936),3.30,
113143,America 3000 (1986),1.00,David Engelbach
0,"Eye for an Eye,?,
47610,"Illusionist,3.82,Bob Yari
113149,Andy Hardy's Blonde Trouble (1944),3.00,
47615,Adventures of Don Juan (1948),3.30,Vincent Sherman
113152,Sexual Life (2005),2.00,Ken Kwapis
47619,State of the Union (1948),3.48,Frank Capra
113159,Life After Beth (2014),3.24,Jeff Baena
47626,San Quentin (1937),2.60,
113162,Lowlands (Tiefland) (1954),3.50,Leni Riefenstahl
47629,"Queen,3.76,Stephen Frears
47634,36 Quai des Orfèvres (Department 36) (2004),3.51,Olivier Marchal
47640,Beerfest (2006),3.08,Jay Chandrasekhar
47642,How to Eat Fried Worms (2006),2.91,Bob Dolman
47644,Invincible (2006),3.60,Ericson Core
47646,Idlewild (2006),2.95,Bryan Barber
113186,Felony (2013),3.56,Matthew Saville
113188,"Rover,3.12,David Michod
113190,Slaying the Badger,4.00,
47665,"Slight Case of Murder,3.14,Lloyd Bacon
113203,Caine (Shark!) (1969),1.50,
113205,L'Italien (2010),3.00,Olivier Baroux
47670,"Syrian Bride,3.59,Eran Riklis
113207,Get on Up (2014),3.46,Tate Taylor
113209,"Last Mogul,3.50,Barry Avrich
113214,1 (2013),3.25,Paul Crowder
113216,"Suspect,3.25,Stuart Connelly
47681,"Sorry,2.86,Jeff Stanzler
113218,Space Milkshake (2012),2.67,
113220,"Dog,1.62,Allison Berg
113223,"Fool There Was,3.00,
113225,Magic in the Moonlight (2014),3.34,Woody Allen
113227,Impudent Girl (L'effrontée) (1985),4.50,Claude Miller
0,Our Fathers (2005),?,Dan Curtis
113232,National Lampoon's Pucked (2006),3.00,Arthur Hiller
113234,"Thirty-Nine Steps,3.25,Don Sharp
47701,"Ritz,3.00,Richard Lester
113238,And While We Were Here (2012),3.25,Kat Coiro
113240,Winter Sleep (Kis Uykusu) (2014),3.94,Nuri Bilge Ceylan
47707,My Geisha (1962),2.50,Jack Cardiff
113244,When I Walk (2013),5.00,Jason DaSilva
113246,What! No Beer? (1933),1.75,Edward Sedgwick
47714,Blithe Spirit (1945),3.40,David Lean
113250,In Order of Disappearance (Kraftidioten) (2014),3.28,Hans Petter Moland
113252,Housebound (2014),3.62,Gerard Johnstone
47719,"Music Box,3.29,James Parrott
113254,Zarafa (2012),2.17,Remi Bezancon
47721,"Red Balloon,3.86,Albert Lamorisse
113256,"New Jean-Claude,4.00,Didier Tronchet
47723,Way Out West (1937),3.52,James W. Horne
113261,Screamtime (1986),3.00,Michael Armstrong
47725,Angel-A (2005),3.51,Luc Besson
113263,Very Happy Alexander (Alexandre le bienheureux) (1968),3.67,Yves Robert
47728,Green for Danger (1946),3.34,Sidney Gilliat
47736,"Chump at Oxford,3.06,Alfred J. Goulding
113275,"Hundred-Foot Journey,3.76,Steven Quale
47740,Block-Heads (1938),3.38,John Blystone
113278,Batman: Assault on Arkham (2014),3.60,Jay Oliva
113280,White Frog (2012),4.00,Quentin Lee
113282,Where the Trail Ends (2013),3.75,
113284,"Bell for Adano,2.75,Henry King
0,Ambush (Mai fu) (1973),?,Meng Hua Ho
113300,R100 (2013),2.38,Hitoshi Matsumoto
113304,American Revolutionary: The Evolution of Grace Lee Boggs (2013),3.50,Grace Lee Boggs
113306,"Dragon Missile,3.50,Meng Hua Ho
113309,"Fifth Cord,3.00,Luigi Bazzoni
47774,"Icicle Thief,3.30,Maurizio Nichetti
113313,"Den,2.56,Zach Donahue
47778,Quinceañera (2006),3.61,Richard Glatzer
113315,Zero Motivation (Efes beyahasei enosh) (2014),4.00,Talya Lavie
0,Blade on the Feather (Deep Cover) (1980),?,Richard Loncraine
113325,Calling Bulldog Drummond (1951),3.00,Victor Saville
47793,"Puffy Chair,3.30,
113337,Free Samples (2012),2.50,Jay Gammill
47805,Lassie (2005),2.91,Charles Sturridge
113343,Quicksand (2003),3.50,John Mackenzie
113345,Jupiter Ascending (2015),2.90,Lana Wachowski
47808,Mutual Appreciation (2005),3.22,Andrew Bujalski
47810,"Wicker Man,2.05,Penny Price
113348,Teenage Mutant Ninja Turtles (2014),2.53,Jonathan Liebesman
47815,Crossover (2006),1.85,Preston A. Whitmore II
113350,I'll Follow You Down (2013),2.79,Richie Mehta
113352,Death in Buenos Aires (Muerte en Buenos Aires) (2014),3.50,Natalia Meta
113354,Who the F**K Is Arthur Fogel (2013),2.50,Ron Chapman
113358,Camouflage (2001),2.00,
113364,Rob the Mob (2014),3.40,Raymond De Felitta
47830,"Quiet,3.02,Bob Babbitt
113370,Nayak: The Hero (1966),3.75,Satyajit Ray
47836,Sketches of Frank Gehry (2005),3.39,Sydney Pollack
113374,"Old Lady and the Pigeons,3.41,Sylvain Chomet
113376,"Reckoning,2.50,John V. Soto
113378,"Giver,3.08,Phillip Noyce
113380,Only God Knows (Sólo Dios Sabe) (2006),3.00,Carlos Bolado
113394,"Pretty One,3.58,Jenee LaMarque
47860,Ivanhoe (1982),3.25,Douglas Camfield
47868,Ronja Robbersdaughter (Ronja Rövardotter) (1984),3.64,Tage Danielsson
47871,Strul (1988),3.00,Jonas Frick
47880,Breaking Out (Vägen ut) (1999),1.50,
113416,Revenge of the Green Dragons (2014),2.83,Andrew Loo
113420,Unborn in the USA: Inside the War on Abortion (2007),2.75,Will Thompson
47886,Yrrol: An Enormously Well Thought Out Movie (Yrrol - en kolossalt genomtänkt film) (1994),3.19,Peter Dalle
113428,Maniacts (2001),2.50,C.W. Cressler
47894,"Wind That Shakes the Barley,3.71,Ken Loach
113430,Cane Toads: The Conquest (2010),4.00,Mark Lewis
113432,So Much So Fast (2006),3.50,Steven Ascher
113434,What About Dick? (2012),4.25,
47902,Blood on the Moon (1948),3.33,Robert Wise
47904,"Notti bianche,3.78,Luchino Visconti
47907,Fateless (Sorstalanság) (2005),3.41,Lajos Koltai
113449,Crossroads (1942),2.83,Jack Conway
113451,Rendezvous (1935),2.67,
113453,Let's Be Cops (2014),3.13,Luke Greenfield
47918,"Bravados,3.11,Henry King
113457,Can I Do It 'Till I Need Glasses? (1977),2.00,I. Robert Levy
113459,Paradise (2013),2.25,Diablo Cody
47927,"Sign of the Cross,3.25,Cecil B. DeMille
113464,My Way to Olympia (Mein Weg nach Olympia) (2013),2.50,Niko von Glasow
113466,Far Out Isn't Far Enough: The Tomi Ungerer Story (2012),3.50,Brad Bernstein
47931,"Criminal Life of Archibaldo de la Cruz,3.79,Luis Bunuel
113468,D-Day the Sixth of June (1956),2.50,William Mace
47935,Overlord (1975),3.47,Stuart Cooper
113470,"Necessary War,3.50,
47937,Severance (2006),3.20,Christopher Smith
113472,Direct from Brooklyn (1999),4.00,
113474,"Autobiography of Miss Jane Pittman,3.62,John Korty
47940,Time to Leave (2005),3.33,Francois Ozon
113476,"Strangler,4.00,Bud Topper
113478,You and Me (Ty i ya) (1971),4.00,
47950,Hollywoodland (2006),3.12,Allen Coulter
47952,"Covenant,2.80,Renny Harlin
47956,Jesse James (1939),3.16,Henry King
113497,Antboy (2013),2.50,Ask Hasselbalch
47962,"Scar,3.12,Krzysztof Kieslowski
113499,Antboy II: Revenge of the Red Fury (Antboy: Den Røde Furies Hævn) (2014),2.92,Ask Hasselbalch
113501,Appleseed Alpha (2014),3.15,Shinji Aramaki
113503,Generation Um... (2012),2.33,Mark Mann
113505,Carry On... Up the Khyber (1968),3.25,Gerald Thomas
47970,"Last Kiss,3.27,Tony Goldwyn
113507,"Wise Guys,4.00,Robert Enrico
47972,Gabrielle (2005),2.95,Patrice Chereau
113510,Switch (2011),2.83,Frederic Schoendoerffer
47976,Trust the Man (2005),2.94,Bart Freundlich
113513,Six Days (2007),4.00,Ilan Ziv
47978,SherryBaby (2006),3.26,
113515,Snake River Desperadoes (1951),1.50,
47980,Bio Zombie (Sun faa sau si) (1998),2.72,Wilson Yip
113521,Bad Johnson (2014),3.00,Huck Botko
47997,Idiocracy (2006),3.28,Mike Judge
113532,"Inbetweeners 2,3.46,
47999,Jesus Camp (2006),3.79,Heidi Ewing
113534,Jesse Stone: Thin Ice (2009),3.55,Robert Harmon
48001,"Bow,3.62,Ki-duk Kim
113536,State Affairs (Une affaire d'état) (2009),4.00,Eric Valette
113539,"First Man,4.00,Gianni Amelio
113541,Sarraounia (1986),4.00,Med Hondo
113543,Buud Yam (1997),4.00,Gaston J-M Kabore
113545,Primus Hallucino-Genetics Live 2004 (2004),4.00,
113555,It Runs in the Family (My Summer Story) (1994),4.50,Bob Clark (III)
113557,Age of Tomorrow (2014),2.50,
113559,Osaka Elegy (Naniwa erejî) (1936),3.90,Kenji Mizoguchi
113561,"Wild Party,2.50,James Ivory
113563,"Phantom Stagecoach,3.00,
113565,"Sacrament,3.18,Ti West
48030,"Crusades,2.75,Cecil B. DeMille
113567,Make Your Move (2013),3.50,Duane Adler
48032,"Tiger and the Snow,3.66,Roberto Benigni
48035,Pretty Poison (1968),3.26,Noel Black
113573,Sin City: A Dame to Kill For (2014),3.15,Frank Miller (II)
113575,Authors Anonymous (2014),2.67,Ellie Kanner
113577,"Last Blitzkrieg,3.00,Arthur Dreifuss
48043,"Fountain,3.64,Darren Aronofsky
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),4.03,Alain Berberian
113582,How to Be a Man (2013),4.00,Chadd Harbold
113585,Fingers at the Window (1942),3.50,Charles Lederer
48049,Assassin(s) (1997),3.11,Mathieu Kassovitz
48057,Union Pacific (1939),3.06,Cecil B. DeMille
48059,"Boy Named Charlie Brown,3.66,Bill Melendez
48061,Snoopy Come Home (1972),3.42,Bill Melendez
48067,"Soldier's Sweetheart,3.50,Thomas Michael Donnelly
113604,If I Stay (2014),3.39,R.J. Cutler
113606,"Rise & Fall of ECW,3.00,
113608,"Circle of Deception,4.00,Jack Lee
113612,Al-risâlah (1976),4.00,
0,All the Way Home (1963),?,Alex Segal
48082,"Science of Sleep,3.79,Michel Gondry
113618,All the Way Home (1981),3.50,
48084,City for Conquest (1940),3.30,Anatole Litvak
48093,Initial D (Tau man ji D) (2005),3.86,
113630,"Man Who Couldn't Say No,3.06,
113632,"Other F Word,3.83,Andrea Blaugrund
48098,Wicked (1998),3.17,
113634,"Message from Akira Kurosawa: For Beautiful Movies,3.50,
113636,Out of Balance: ExxonMobil's Impact on Climate Change (2006),4.00,
113638,"Myriad of Lights (Lights of Ten Thousand Homes,3.50,
113640,"Canal,3.33,Ivan Kavanagh
113642,Night Moves (2013),3.10,Kelly Reichardt
113644,"Split,2.50,Gordon Flemyng
113646,Foreign Letters (2012),3.75,Ela Thier
113648,Boom! (1968),2.25,Joseph Losey
48123,"Long Voyage Home,3.55,John Ford
113661,Avalon (2011),2.00,Axel Petersen
48127,Not as a Stranger (1955),2.75,Stanley Kramer
0,Beslan: Three Days in September (2006),?,
113674,Proxy (2013),3.14,Zack Parker
48142,"Black Dahlia,2.74,Brian DePalma
48150,"Woods,2.66,Lucky McKee
0,Boris Godunov (1986),?,Sergey Bondarchuk
113692,Happy New Year (La Bonne Année) (1973),3.25,Claude Lelouch
48159,Everyone's Hero (2006),2.90,Christopher Reeve
48161,Gridiron Gang (2006),3.35,Phil Joanou
113696,Are You Here (2014),3.03,Matthew Weiner
113698,Alligator Eyes (1990),3.25,John Feldman
113701,"Clown and the Kid,3.00,Edward L. Cahn
48165,"Seventh Continent,3.67,Michael Haneke
113703,Welcome to New York (2014),3.50,Abel Ferrara
48167,Aaltra (2004),3.66,Gustave de Kervern
113705,"Two Days,3.62,Jean-Pierre Dardenne
113707,Kummeli V (2014),2.00,
113709,"Trans-Atlantic Tunnel (Tunnel,1.00,Maurice Elvey
113711,Losers' Club (Kaybedenler kulübü) (2011),3.50,Tolga Ornek
48177,Wonder Man (1945),3.57,H. Bruce Humberstone
113715,Lights Out (2013),3.50,
113717,"Undertaker and His Pals,2.25,T.L.P. Swicegood
113719,2AM: The Smiling Man (2013),2.00,
113721,How the Myth Was Made: A Study of Robert Flaherty's Man of Aran (1978),3.50,
113723,"I Love,3.50,
113725,If Footmen Tire You What Will Horses Do? (1971),1.50,Ron Ormond
48193,Lisbon Story (1994),3.82,Wim Wenders
48198,Streamers (1983),3.06,Robert Altman
113739,"Space Movie,3.50,Tony Palmer
113741,Coherence (2013),3.77,James Ward Byrkit
113743,Just a Gigolo (1931),2.50,
113746,Redwood Highway (2013),3.50,Gary Lundgren
113749,"Scarlet Clue,2.00,Phil Rosen
48214,Land of Plenty (Angst and Alienation in America) (2004),3.05,Wim Wenders
113751,"Birder's Guide to Everything,3.50,Rob Meyer
0,"Woman's Tale,?,Paul Cox
113757,Arsène Lupin Returns (1938),3.00,
113765,King's Faith (2013),3.00,Nicholas DiBella
48229,Lemming (2005),3.41,Dominik Moll
113767,Cantinflas (2014),3.50,Sebastian del Amo
48231,Taxidermia (2006),3.46,Gyorgy Palfi
113769,"Pyramid,2.41,
113771,Exists (2014),2.25,Eduardo Sanchez
48235,Flight from Death: The Quest for Immortality (2003),4.50,Peter Shen
113773,Waiting For Armageddon (2009),3.00,David Heilbroner
113775,Life of Crime (2013),3.13,Daniel Schechter
48239,Yuva (2004),3.75,Mani Ratnam
48242,Mondo Topless (1966),2.40,Russ Meyer
113778,Cat Run 2 (2014),1.75,John Stockwell
113780,"As Above,3.34,John Erick Dowdle
113783,Hostile Witness (1968),3.00,
113790,"Peace,5.00,Sut Jhally
113793,Reel Bad Arabs: How Hollywood Vilifies a People (2006),4.75,
48262,"Bridge,3.66,Eric Steel
113798,Charlie Chan in the Secret Service (1944),2.67,Phil Rosen
48264,Vixen! (1968),3.12,Russ Meyer
113800,"Living Ghost,2.75,William Beaudine
48268,Empire Falls (2005),3.17,Fred Schepisi
113816,Never Make It Home (2011),4.50,G.J. Echternkamp
113829,"One I Love,3.68,Charlie McDowell
113831,Passenger Side (2009),3.50,Matt Bissonnette
113834,Piripäiväkirja (2014),3.00,
48299,Piccadilly (1929),3.33,Ewald Andre Dupont
48301,"Private Life of Henry VIII,3.57,Alexander Korda
113836,Among Us (Onder Ons) (2011),2.00,Marco van Geffen
48304,Apocalypto (2006),3.64,Mel Gibson
113840,See You Next Tuesday (2013),2.25,Drew Tobia
113843,Killing Us Softly 4: Advertising's Image of Women (2010),2.90,Sut Jhally
48308,Household Saints (1993),3.86,Nancy Savoca
113845,No Logo (2003),4.00,Sut Jhally
113847,Killing Us Softly 3 (1999),4.00,Sut Jhally
113849,Headshot (2011),3.00,Pen-Ek Ratanaruang
113851,El Niño (2014),4.00,
48315,Raintree County (1957),2.68,Edward Dmytryk
113853,Antisocial (2013),2.25,Cody Calahan
113855,Faith School Menace? (2010),4.50,
48319,Flyboys (2006),3.33,Tony Bill
113857,"Red Elvis,3.00,
48322,Jackass Number Two (2006),3.23,Jeff Tremaine
113860,"Codes of Gender,5.00,
48326,All the King's Men (2006),3.15,
113862,"Guest,3.28,Adam Wingard
113864,Woodstock Diary (1994),3.50,Chris Hegedus
113866,Leprechaun: Origins (2014),1.38,Zach Lipovsky
113868,To Be Takei (2014),3.14,Jennifer M. Kroot
0,Captive Heart: The James Mink Story (1996),?,
48342,Conversations with Other Women (2005),3.58,Hans Canosa
48346,"Land Before Time II: The Great Valley Adventure,2.94,Roy Allen Smith
113889,Angry Video Game Nerd: The Movie (2014),2.09,James D. Rolfe
113891,"Guy and a Gal,3.75,
113895,Zaza (1938),3.00,George Cukor
113898,"Long Ride Home,2.50,
113902,"Holy Man,3.33,Satyajit Ray
113904,Bottled Up (2013),2.50,Enid Zentelis
113906,"Beast Must Die,3.00,Paul Annett
113908,Getting Back to Abnormal (2013),4.00,Andy Kolker
48374,Father Sergius (Otets Sergiy) (1917),3.00,Yakov Protazanov
113911,Vinyl (2000),3.50,Alan Zweig
48381,"Assault,3.56,Fons Rademakers
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),3.50,Larry Charles
48389,Iraq for Sale: The War Profiteers (2006),3.40,Robert Greenwald
113924,Oklahoma Crude (1973),3.50,Stanley Kramer
48394,"Pan's Labyrinth (Laberinto del fauno,4.04,Guillermo del Toro
