mid,genre
Skyfall (2012),Action
Skyfall (2012),Adventure
Skyfall (2012),Thriller
Skyfall (2012),IMAX
"Thrushes Are Still Singing, The (Ta kourelia tragoudane akoma...) (1979)",Adventure
"Thrushes Are Still Singing,Crime
"Thrushes Are Still Singing,Drama
Hands Over the City (Le mani sulla città) (1963),Drama
"Householder, The (Gharbar) (1963)",Comedy
"Householder,Drama
Mais qui a tué Pamela Rose? (2003),Comedy
Louise-Michel (2008),Comedy
Forest Warrior (1996),Action
Forest Warrior (1996),Adventure
Forest Warrior (1996),Comedy
Forest Warrior (1996),Western
"Campaign, The (2012)",Comedy
Taistelu Näsilinnasta 1918 (2012),War
Brake (2012),Crime
Brake (2012),Thriller
Hope Springs (2012),Comedy
Hope Springs (2012),Drama
K-20: The Fiend with Twenty Faces (2008),Action
K-20: The Fiend with Twenty Faces (2008),Adventure
K-20: The Fiend with Twenty Faces (2008),Crime
Warning from Space (Uchûjin Tôkyô ni arawaru) (1956),Sci-Fi
Logan's War: Bound by Honor (1998),Action
Logan's War: Bound by Honor (1998),Drama
Logan's War: Bound by Honor (1998),Thriller
"President's Man: A Line in the Sand, The (2002)",Action
"President's Man: A Line in the Sand,Drama
"President's Man: A Line in the Sand,Thriller
"Queen of Versailles, The (2012)",Documentary
33 Postcards (2011),Drama
"Cutter, The (2005)",Action
"Cutter,Drama
"Cutter,Thriller
Tender Comrade (1943),Drama
Tender Comrade (1943),Romance
Amish Grace (2010),Drama
Female Agents (Les femmes de l'ombre) (2008),Drama
Female Agents (Les femmes de l'ombre) (2008),War
Captain Video: Master of the Stratosphere (1951),Adventure
Captain Video: Master of the Stratosphere (1951),Sci-Fi
Run Sister Run! (2010),Drama
Secret Reunion (Ui-hyeong-je) (2010),Drama
Secret Reunion (Ui-hyeong-je) (2010),Thriller
War of the Dead - Stone's War (2011) ,Action
War of the Dead - Stone's War (2011) ,Adventure
War of the Dead - Stone's War (2011) ,Horror
War of the Dead - Stone's War (2011) ,Sci-Fi
War of the Dead - Stone's War (2011) ,Thriller
War of the Dead - Stone's War (2011) ,War
Super Rich: The Greed Game (2008),Documentary
"One Percent, The (2006)",Documentary
Primal (2010),Horror
Primal (2010),Thriller
Dreams That Money Can Buy (1947),Fantasy
Profound Desires of the Gods (Kamigami no fukaki yokubo) (1968) ,Drama
"See You in Hell, My Darling (Tha se do stin Kolasi, agapi mou) (1999)",Crime
"See You in Hell,Horror
"See You in Hell,Thriller
"Rickshaw Man, The (Muhomatsu no issho) (1958)",Comedy
"Rickshaw Man,Drama
Identification Marks: None (Rysopis) (1965) ,Drama
I Am Waiting (Ore wa matteru ze) (1957),Crime
I Am Waiting (Ore wa matteru ze) (1957),Drama
Chillerama (2011),Comedy
Chillerama (2011),Horror
Viimeiset rotannahat (1985) ,Comedy
In Eagle Shadow Fist (Ding tian li di) (Fist of Anger) (1973),Action
In Eagle Shadow Fist (Ding tian li di) (Fist of Anger) (1973),Drama
In Eagle Shadow Fist (Ding tian li di) (Fist of Anger) (1973),War
K.G. (Karate Girl) (2011),Action
I Am Bruce Lee (2011),Documentary
On Top of the Whale (Het dak van de Walvis) (1982),Fantasy
Heroic Purgatory (Rengoku eroica) (1970),Drama
Beloved (Les bien-aimées) (2011),Drama
Beloved (Les bien-aimées) (2011),Musical
Beloved (Les bien-aimées) (2011),Romance
Wagner's Dream (2012),Documentary
Little Birds (2011),Drama
I Hate But Love (Nikui an-chikushô) (1962),Action
I Hate But Love (Nikui an-chikushô) (1962),Comedy
I Hate But Love (Nikui an-chikushô) (1962),Drama
I Hate But Love (Nikui an-chikushô) (1962),Romance
In Custody (1994),Comedy
In Custody (1994),Drama
"Rumble in Hong Kong (Nu jing cha) (Heroine, The) (1973)",Action
"Rumble in Hong Kong (Nu jing cha) (Heroine,Crime
ParaNorman (2012),Adventure
ParaNorman (2012),Animation
ParaNorman (2012),Comedy
Diary of a Wimpy Kid: Dog Days (2012),Children
Diary of a Wimpy Kid: Dog Days (2012),Comedy
How Bruce Lee Changed the World (2009),Documentary
"Rites of May, The (Itim) (1977) ",Drama
"Rites of May,Horror
"Rites of May,Thriller
Opfergang (1944),Drama
Immensee (1943),Drama
Bells of Innocence (2003),Horror
Piled Higher and Deeper (2011),Comedy
El Hada Buena - Una Fábula Peronista (2010),Comedy
El Hada Buena - Una Fábula Peronista (2010),Sci-Fi
Operación Cannabis (2009),Action
Operación Cannabis (2009),Adventure
Operación Cannabis (2009),Comedy
Operación Cannabis (2009),Crime
War of the Arrows (Choi-jong-byeong-gi Hwal) (2011),Action
Hara-Kiri: Death of a Samurai (2011),Drama
Goats (2012),Comedy
Celeste and Jesse Forever (Celeste & Jesse Forever) (2012),Comedy
Celeste and Jesse Forever (Celeste & Jesse Forever) (2012),Drama
Celeste and Jesse Forever (Celeste & Jesse Forever) (2012),Romance
Aliisa (1970),Drama
Our Children (À perdre la raison) (2012),Drama
Endeavour (2012),Crime
Endeavour (2012),Drama
Endeavour (2012),Mystery
Hit and Run (Hit & Run) (2012),Action
Hit and Run (Hit & Run) (2012),Comedy
Hit and Run (Hit & Run) (2012),Romance
Garden Party (2008),Drama
Garden Party (2008),Romance
Broken (2012),Drama
"Family Tree, The (2011)",Comedy
"Family Tree,Drama
"Je, tu, il, elle (I, You, He, She) (1976)",Drama
Cinderella II: Dreams Come True (2002),Animation
Cinderella II: Dreams Come True (2002),Children
Cinderella II: Dreams Come True (2002),Fantasy
Dark Horse (2011),Drama
Black Roses (1988) ,Horror
Black Roses (1988) ,Musical
6 Days to Air: The Making of South Park (2011),Documentary
Funeral Parade of Roses (Bara no sôretsu) (1969),Drama
Doomsday Book (2012),Comedy
Doomsday Book (2012),Drama
Doomsday Book (2012),Horror
Doomsday Book (2012),Sci-Fi
Premium Rush (2012),Action
Premium Rush (2012),Thriller
Letter Never Sent (Neotpravlennoye pismo) (1960),Drama
Letter Never Sent (Neotpravlennoye pismo) (1960),Romance
Lonesome (1928),Comedy
Lonesome (1928),Drama
Lonesome (1928),Romance
Evil Toons (1992),Comedy
Evil Toons (1992),Horror
From the Life of the Marionettes (Aus dem Leben der Marionetten) (1980) ,Drama
"Odd Life of Timothy Green, The (2012)",Comedy
"Odd Life of Timothy Green,Drama
"Odd Life of Timothy Green,Fantasy
Lawless (2012),Crime
Lawless (2012),Drama
Chameleon (Kaméleon) (2008),Comedy
Chameleon (Kaméleon) (2008),Drama
Chameleon (Kaméleon) (2008),Thriller
Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy
Piranha 3DD (a.k.a. Piranha DD) (2012),Horror
Man Is Not a Bird (Covek nije tica) (1965),Drama
Man Is Not a Bird (Covek nije tica) (1965),Romance
ATM (2012),Horror
ATM (2012),Thriller
"Wave, The (1981)",Drama
Sleepwalk with Me (2012),Comedy
Sleepwalk with Me (2012),Drama
Dara Ó Briain Talks Funny: Live in London (2008),Comedy
Prime Suspect 3 (1993),Crime
Prime Suspect 3 (1993),Drama
Prime Suspect 3 (1993),Mystery
Prime Suspect: Inner Circles (1995),Drama
Prime Suspect: Inner Circles (1995),Mystery
Nocturno 29 (1968),(no genres listed)
American Mullet (2001),Documentary
Prime Suspect 7: The Final Act (2006),Crime
Prime Suspect 7: The Final Act (2006),Drama
Prime Suspect 7: The Final Act (2006),Mystery
Prime Suspect 7: The Final Act (2006),Thriller
Searching for Sugar Man (2012),Documentary
"Possession, The (2012)",Horror
"Possession,Thriller
6 Bullets (2012),Action
6 Bullets (2012),Crime
6 Bullets (2012),Thriller
"Dinosaur Project, The (2012)",Adventure
Little White Lies (Les petits mouchoirs) (2010),Comedy
Little White Lies (Les petits mouchoirs) (2010),Drama
"Manzanar Fishing Club, The (2012)",Adventure
"Manzanar Fishing Club,Documentary
"Apparition, The (2012)",Horror
"Apparition,Thriller
Dreams of  a Life (2011),Documentary
Life for Sale (Kotirauha) (2011),Drama
To Mars by A-Bomb: The Secret History of Project Orion (2003),Documentary
"Last Witness, The (2003)",Drama
"Last Witness,Thriller
Prime Suspect: The Lost Child (1995),Drama
Prime Suspect: The Lost Child (1995),Mystery
"Zero Years, The (2005)",Drama
Bigfoot Lives (2007),Adventure
Bigfoot Lives (2007),Documentary
Bigfoot Lives (2007),Drama
Conception (2011),Comedy
Conception (2011),Romance
Do We Really Need the Moon? (2011),Documentary
French Film (2008),Comedy
French Film (2008),Romance
Backwoods (Bosque de sombras) (2006),Drama
Backwoods (Bosque de sombras) (2006),Thriller
"Californie, La (2006)",Drama
The Great Northfield Minnesota Raid (1972),Action
The Great Northfield Minnesota Raid (1972),Western
"Mikado, The (1939)",Comedy
"Mikado,Musical
"Model Couple, The (Le couple témoin) (1977)",Comedy
Paradise Lost 3: Purgatory (2011),Documentary
Bachelorette (2012),Comedy
"Words, The (2012)",Drama
"Words,Romance
Teddy Bear (10 timer til Paradis) (2012),Drama
Teddy Bear (10 timer til Paradis) (2012),Romance
Soldier in the Rain (1963),Comedy
Soldier in the Rain (1963),Drama
For My Father (Sof Shavua B'Tel Aviv) (2008),Drama
"Moment of Truth, The (Il momento della verità) (1965)",Drama
Mr. Freedom (1969),Comedy
La dama boba (2006),Comedy
Pitch Perfect (2012),Comedy
Pitch Perfect (2012),Musical
"Cold Light of Day, The (2012)",Action
"Cold Light of Day,Thriller
Hello I Must Be Going (2012),Comedy
Hello I Must Be Going (2012),Drama
Hello I Must Be Going (2012),Romance
Flowing (Nagareru) (1956),Drama
Branded (2012),Action
Branded (2012),Drama
Branded (2012),Mystery
Branded (2012),Sci-Fi
"Wild Wild West Revisited, The (1979)",Action
"Wild Wild West Revisited,Adventure
"Wild Wild West Revisited,Sci-Fi
"Wild Wild West Revisited,Western
Icon (2005),Action
Icon (2005),Adventure
Icon (2005),Crime
Icon (2005),Drama
Icon (2005),Thriller
"Sugar Curtain, The (El telón de azúcar) (2005)",Documentary
Samsara (2011),Documentary
Runaway Brain (1995) ,Animation
Runaway Brain (1995) ,Comedy
Runaway Brain (1995) ,Sci-Fi
Looper (2012),Action
Looper (2012),Crime
Looper (2012),Sci-Fi
Compliance (2012),Drama
Compliance (2012),Thriller
Thy Womb (Sinapupunan) (2012),Drama
That's My Boy (2012),Comedy
Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard) (2009),Animation
Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard) (2009),Children
Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard) (2009),Fantasy
Deathstalker (1983),Action
Deathstalker (1983),Adventure
Deathstalker (1983),Fantasy
Deathstalker II (1987),Action
Deathstalker II (1987),Adventure
Deathstalker II (1987),Comedy
Deathstalker II (1987),Fantasy
Emergo (Apartment 143) (2011),Horror
Klitschko (2011),Documentary
Kinyarwanda (2011),Drama
Kinyarwanda (2011),Romance
Nobody's Children (I figli di nessuno) (1952),Drama
Nobody's Children (I figli di nessuno) (1952),Romance
Patriotism (Yûkoku) (1966),Drama
Les hautes solitudes (1974),(no genres listed)
"Vampir (Cuadecuc, vampir) (1971)",Documentary
"Vampir (Cuadecuc,Horror
Robot & Frank (2012),Comedy
Robot & Frank (2012),Drama
Robot & Frank (2012),Sci-Fi
"Punk Syndrome, The (Kovasikajuttu) (2012)",Documentary
Where Do We Go Now? (2011),Comedy
Where Do We Go Now? (2011),Drama
Ai Weiwei: Never Sorry (2012),Documentary
Stag Night (2008),Horror
Stag Night (2008),Thriller
Hollywood Sex Wars (2011),Comedy
Love Hina Again (2002),Animation
Love Hina Again (2002),Comedy
Love Hina Again (2002),Drama
"Age of the Medici, The (L'età di Cosimo de Medici) (1973) ",Drama
Something Ventured (2011),Documentary
Jesus Henry Christ (2012),Comedy
Pirates of the Great Salt Lake (2006),Adventure
Pirates of the Great Salt Lake (2006),Comedy
Resident Evil: Retribution (2012),Action
Resident Evil: Retribution (2012),Horror
Resident Evil: Retribution (2012),Sci-Fi
Resident Evil: Retribution (2012),IMAX
Trouble with the Curve (2012),Drama
"Walk Softly, Stranger (1950)",Crime
"Walk Softly,Drama
"Walk Softly,Film-Noir
"Walk Softly,Romance
360 (2011),Drama
Close (2004),Drama
Detroit (2003),Drama
Straight Shooting (1917),Western
Employees' Entrance (1933),Drama
Employees' Entrance (1933),Romance
"Pearls of the Crown, The (Les perles de la couronne) (1937)",Comedy
Suicide Club (2010),Adventure
Suicide Club (2010),Comedy
Suicide Club (2010),Drama
Under African Skies (2012),Documentary
Lola Versus (2012),Comedy
Lola Versus (2012),Romance
"Master, The (2012)",Drama
More Wild Wild West (1980),Adventure
More Wild Wild West (1980),Comedy
More Wild Wild West (1980),Sci-Fi
More Wild Wild West (1980),Western
"Love Movie, The (Rakkauselokuva) (1984)",Comedy
"Love Movie,Drama
"John Huston: The Man, the Movies, the Maverick (1989)",Documentary
Dredd (2012),Action
Dredd (2012),Sci-Fi
We Live Again (1934),Drama
247°F (2011) ,Horror
247°F (2011) ,Thriller
Arbitrage (2012),Drama
Arbitrage (2012),Thriller
Blue Like Jazz (2012),Comedy
Blue Like Jazz (2012),Drama
Manual of Love 2 (Manuale d'amore (capitoli successivi)) (2007),Comedy
Manual of Love 2 (Manuale d'amore (capitoli successivi)) (2007),Romance
"Friends at the Margherita Cafe, The (Gli amici del bar Margherita) (2009)",Comedy
"Friends at the Margherita Cafe,Drama
"Friends at the Margherita Cafe,Romance
Play Girl (1941),Comedy
Play Girl (1941),Romance
Detropia (2012),Documentary
"Liquidator, The (2011)",Action
"Liquidator,Thriller
Australian Atomic Confessions (2005),Documentary
"Chemical Brothers: Don't Think, The (2012)",Musical
Pearls of the Deep (Perlicky na dne) (1966),Comedy
"Perfect Murder, The (1988)",Action
"Perfect Murder,Comedy
"Perfect Murder,Crime
"Perfect Murder,Thriller
"Hamburg Syndrome, The (Die Hamburger Krankheit) (1979)",Adventure
"Hamburg Syndrome,Sci-Fi
Kismet (1955),Adventure
Kismet (1955),Comedy
Kismet (1955),Fantasy
Kismet (1955),Musical
Kismet (1955),Romance
ChromeSkull: Laid to Rest 2 (2011),Horror
Rain Over Santiago (Il pleut sur Santiago) (1976),Documentary
Rain Over Santiago (Il pleut sur Santiago) (1976),Drama
Rain Over Santiago (Il pleut sur Santiago) (1976),War
Puckoon (2002),Comedy
Dolan's Cadillac (2009),Crime
Dolan's Cadillac (2009),Thriller
"Pig's Tale, A (1996)",Adventure
"Pig's Tale,Comedy
"Pig's Tale,Drama
"Pig's Tale,Romance
Nobody Knows Anybody (Nadie conoce a nadie) (1999),Romance
Nobody Knows Anybody (Nadie conoce a nadie) (1999),Thriller
Breathless (2012),Thriller
Blood Money (2012),Action
Blood Money (2012),Thriller
End of Watch (2012),Crime
End of Watch (2012),Drama
End of Watch (2012),Thriller
"High, Wide, and Handsome (1937)",Musical
"High,Western
V/H/S (2012),Horror
V/H/S (2012),Thriller
Boxing Gym (2010),Documentary
"Perks of Being a Wallflower, The (2012)",Drama
"Perks of Being a Wallflower,Romance
"Hunt, The (Jagten) (2012)",Drama
Holy Motors (2012),Drama
Holy Motors (2012),Fantasy
Holy Motors (2012),Musical
Holy Motors (2012),Mystery
Holy Motors (2012),Sci-Fi
Knuckleball! (2012),Documentary
Either Way (�? annan veg) (2011),Comedy
Either Way (�? annan veg) (2011),Drama
"Hunter, The (2010)",Thriller
Behind the Burly Q: The Story of Burlesque in America (2010),Documentary
Two Rabbits (2 Coelhos) (2012),Action
Sparkle (2012),Drama
Sparkle (2012),Musical
Guilty Hearts (2006),Drama
Thin Ice (2011),Comedy
Thin Ice (2011),Crime
Thin Ice (2011),Drama
Red Lights (2012),Drama
Red Lights (2012),Mystery
Red Lights (2012),Thriller
"Rocky Saga: Going the Distance, The (2011)",Documentary
Taken 2 (2012),Action
Taken 2 (2012),Crime
Taken 2 (2012),Drama
Taken 2 (2012),Thriller
"Paperboy, The (2012)",Thriller
Sam Peckinpah: Man of Iron (1993),Documentary
Shut Up and Play the Hits (2012),Documentary
"Private Life of Don Juan, The (1934)",Comedy
"Private Life of Don Juan,Drama
"Private Life of Don Juan,Romance
Quadrille (1938),Comedy
Quadrille (1938),Romance
One Nine Nine Four (2009),Documentary
Bleach: Fade to Black (Bur&#299;chi Fade to Black Kimi no Na o Yobu) (2008),Animation
"Making of a Legend: Gone with the Wind, The (1988)",Documentary
In Passing (2011),Drama
In Passing (2011),Fantasy
In Passing (2011),Mystery
"Crush, The (La cotta) (1967)",Romance
Nanayo (Nanayomachi) (2008),Drama
Road North (Tie pohjoiseen) (2012),Comedy
Road North (Tie pohjoiseen) (2012),Drama
"Royal Affair, A (Kongelig affære, En) (2012)",Drama
"Royal Affair,Romance
House at the End of the Street (2012),Horror
House at the End of the Street (2012),Thriller
Attack of the 50ft Cheerleader (2012),Comedy
Sexy Nights of the Living Dead (1980),Horror
2-Headed Shark Attack (2012),Comedy
2-Headed Shark Attack (2012),Horror
"Hard, Fast and Beautiful (1951)",Drama
"Newest Pledge, The (2012)",Comedy
Despair (1978),Drama
Despair (1978),Fantasy
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Comedy
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Fantasy
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Romance
Russia's Toughest Prisons (National Geographic) (2011),Documentary
Crime Lords of Tokyo (2011),Documentary
2016: Obama's America (2012),Documentary
"Happy Event, A (Un Heureux Evénement) (2011)",Comedy
"Happy Event,Drama
"Happy Event,Romance
Love Lasts Three Years (L'amour dure trois ans) (2011),Comedy
Love Lasts Three Years (L'amour dure trois ans) (2011),Drama
Love Lasts Three Years (L'amour dure trois ans) (2011),Romance
Volcano (Eldfjall) (2011),Drama
Guilty (Présumé coupable) (2011),Drama
Surviving Progress (2011),Documentary
Doughboys (1930),Comedy
Doughboys (1930),War
Tobor the Great (1954),Children
Tobor the Great (1954),Sci-Fi
Lightnin' (1925),Comedy
Lightnin' (1925),Drama
"Tall Man, The (2012)",Crime
"Tall Man,Drama
"Tall Man,Mystery
Laurence Anyways (2012),Drama
Laurence Anyways (2012),Romance
"Magic of Belle Isle, The (2012)",Comedy
"Magic of Belle Isle,Drama
"Lie, The (2011)",Drama
"Painted Veil, The (1934)",Drama
"Painted Veil,Romance
LOL (2012),Comedy
LOL (2012),Drama
LOL (2012),Romance
Remorques (Stormy Waters) (1941),Action
Remorques (Stormy Waters) (1941),Drama
Remorques (Stormy Waters) (1941),Romance
"Report on the Party and the Guests, A (O slavnosti a hostech) (1966)",Drama
"Sapphires, The (2012)",Comedy
"Sapphires,Drama
"Sapphires,Musical
That Certain Summer (1972),Drama
Something from Nothing: The Art of Rap (2012),Documentary
Something from Nothing: The Art of Rap (2012),Musical
Just Add Water (2008),Comedy
Just Add Water (2008),Romance
"Return of the Prodigal Son, The (Návrat ztraceného syna) (1967)",Drama
Hood of the Living Dead (2005),Horror
Rust and Bone (De rouille et d'os) (2012),Drama
Rust and Bone (De rouille et d'os) (2012),Romance
Upstream (1927),Comedy
Upstream (1927),Drama
Genocide (Konchû daisensô) (1968),Horror
Genocide (Konchû daisensô) (1968),Sci-Fi
"Goke, Body Snatcher from Hell (Kyuketsuki Gokemidoro) (1968)",Horror
"Goke,Sci-Fi
"Living Skeleton, The (Kyûketsu dokuro-sen) (1968)",Horror
Madonna of the Seven Moons (1945),Drama
Madonna of the Seven Moons (1945),Mystery
"Man in Grey, The (1943)",Drama
"Man in Grey,Romance
Ishaqzaade (2012),Action
Ishaqzaade (2012),Drama
Ishaqzaade (2012),Romance
Evil Bong (2006),Comedy
Evil Bong (2006),Horror
Here Comes the Devil (Ahí va el diablo) (2012),Horror
Here Comes the Devil (Ahí va el diablo) (2012),Thriller
7 Below (Seven Below) (2012),Horror
7 Below (Seven Below) (2012),Thriller
Kon-Tiki (2012),Adventure
Kon-Tiki (2012),Documentary
Kon-Tiki (2012),Drama
Katy Perry: Part of Me (2012),Documentary
Katy Perry: Part of Me (2012),Drama
Broadway (1929),Drama
Broadway (1929),Musical
Viy or Spirit of Evil (Viy) (1967),Comedy
Viy or Spirit of Evil (Viy) (1967),Drama
Viy or Spirit of Evil (Viy) (1967),Fantasy
Viy or Spirit of Evil (Viy) (1967),Horror
"Rise of Catherine the Great, The (1934)",Drama
Roseland (1977),Drama
Roseland (1977),Musical
Roseland (1977),Romance
Rusty Knife (Sabita naifu) (1958),Action
Rusty Knife (Sabita naifu) (1958),Crime
Glorious Technicolor (1998),Documentary
Ingmar Bergman on Life and Work (Ingmar Bergman: Om liv och arbete) (1998),Documentary
Lon Chaney: A Thousand Faces (2000),Documentary
El tren de la memoria (2005),Documentary
"March of the Movies (Film Parade, The) (1933)",Documentary
Rules of Single Life (Sinkkuelämän säännöt) (2011),Documentary
Tank on the Moon (2007),Documentary
"Safe Place, A (1971)",Drama
Urbanized (2011),Documentary
Waco: A New Revelation (1999),Documentary
"Cool Ones, The (1967)",Comedy
Blood of Dracula (1957),Horror
Blood of Dracula (1957),Romance
I'm King Kong!: The Exploits of Merian C. Cooper (2005) ,Documentary
Elia Kazan: A Director's Journey (1995),Documentary
"John Garfield Story, The (2003)",Documentary
Not Here to Be Loved (Je ne suis pas là pour être aimé) (2005),Drama
Not Here to Be Loved (Je ne suis pas là pour être aimé) (2005),Romance
California Solo (2012),Drama
Shameless (Maskeblomstfamilien ) (2010),Drama
"Marshal of Finland, The (Suomen Marsalkka) (2012)",Drama
"Marshal of Finland,Romance
Marley (2012),Documentary
Frankenweenie (2012),Animation
Frankenweenie (2012),Comedy
Frankenweenie (2012),Horror
Frankenweenie (2012),IMAX
His Name Was Jason: 30 Years of Friday the 13th (2009),Documentary
His Name Was Jason: 30 Years of Friday the 13th (2009),Horror
Colin Quinn: Long Story Short (2011),Comedy
588 Rue Paradis (Mother) (1992),Drama
Sinivalkoinen valhe (2012),Documentary
Sinister (2012),Horror
Sinister (2012),Thriller
Fearful Symmetry: The Making of 'To Kill a Mockingbird' (1998),Documentary
Louise Brooks: Looking for Lulu (1998),Documentary
"Thing: Terror Takes Shape, The (1998)",Documentary
Shottas (2002),Action
Shottas (2002),Crime
Shottas (2002),Drama
Sapphire (1959),Crime
Sapphire (1959),Drama
Sapphire (1959),Mystery
Sapphire (1959),Thriller
Passion Play (2010),Drama
Passion Play (2010),Romance
Virginia (2010),Drama
Hotel Transylvania (2012),Animation
Hotel Transylvania (2012),Children
Hotel Transylvania (2012),Comedy
Side by Side (2012),Documentary
"Good Old Fashioned Orgy, A (2011)",Comedy
Inside: 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb' (2000),Documentary
Shadowing the Third Man (2004),Documentary
Making 'Do the Right Thing' (1989),Documentary
"Young and the Dead, The (2000)",Documentary
Daleks' Invasion Earth: 2150 A.D. (1966),Adventure
Daleks' Invasion Earth: 2150 A.D. (1966),Sci-Fi
Fat Kid Rules the World (2012),Comedy
Charlie Chan in Egypt (1935),Mystery
Charlie Chan in London (1934),Drama
Charlie Chan in London (1934),Mystery
Coupe de Ville (1990),Comedy
Coupe de Ville (1990),Drama
Shakespeare-Wallah (1965),Drama
Love in the Time of Hysteria (Sólo con tu pareja) (1991),Comedy
Love in the Time of Hysteria (Sólo con tu pareja) (1991),Romance
We Are from the Future (My iz budushchego) (2008),Action
We Are from the Future (My iz budushchego) (2008),Drama
We Are from the Future (My iz budushchego) (2008),Fantasy
Creature from the Haunted Sea (1961),Comedy
Creature from the Haunted Sea (1961),Horror
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),Action
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),Crime
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),Mystery
"Screaming Skull, The (1958)",Horror
"Screaming Skull,Mystery
Björk: Volumen (1999),Animation
Björk: Volumen (1999),Musical
Madame Tutli-Putli (2007),Animation
Madame Tutli-Putli (2007),Fantasy
Argo (2012),Drama
Argo (2012),Thriller
Seven Psychopaths (2012),Comedy
Seven Psychopaths (2012),Crime
Nobody Walks (2012),Drama
Butter (2011),Comedy
"Cigarette Girl of Mosselprom, The (Papirosnitsa ot Mosselproma) (1924)",Comedy
"Cigarette Girl of Mosselprom,Romance
Atlas Shrugged: Part II (2012),Drama
Atlas Shrugged: Part II (2012),Mystery
Atlas Shrugged: Part II (2012),Sci-Fi
Ill Manors (2012),Crime
Ill Manors (2012),Drama
Liberal Arts (2012),Comedy
Liberal Arts (2012),Drama
"Ator, the Fighting Eagle (Ator l'invincibile) (1982)",Action
"Ator,Adventure
"Ator,Fantasy
"Den tatuerade änkan (Tattooed Widow, The) (1998) ",Comedy
"Den tatuerade änkan (Tattooed Widow,Drama
"Den tatuerade änkan (Tattooed Widow,Romance
Portrait in Black (1960),Crime
Portrait in Black (1960),Drama
Portrait in Black (1960),Thriller
Vivien Leigh: Scarlett and Beyond (1990),Documentary
Under the Boardwalk: The Monopoly Story (2010),Documentary
Arachnoquake (2012),Action
Arachnoquake (2012),Horror
Arachnoquake (2012),Sci-Fi
Choking Man (2006),Drama
"Farewell, My Queen (Les adieux à la reine) (2012)",Drama
"Farewell,Romance
Marley & Me: The Puppy Years (2011),Children
Marley & Me: The Puppy Years (2011),Comedy
"House I Live In, The (2012)",Documentary
West of Memphis (2012),Documentary
Boogie Man: The Lee Atwater Story (2008),Documentary
Terumae romae (Thermae Romae) (2012),Comedy
Terumae romae (Thermae Romae) (2012),Sci-Fi
Michael (2011),Drama
Michael (2011),Thriller
Kings of Pastry (Les rois de la pâtisserie) (2009),Documentary
"Reluctant Saint, The (1962)",Comedy
"Reluctant Saint,Drama
"Gorilla, The (1939)",Comedy
"Gorilla,Horror
Hoodwinked Too! Hood vs. Evil (2011),Animation
Hoodwinked Too! Hood vs. Evil (2011),Comedy
"Thirst for Love, The (Ai no kawaki) (1966)",Drama
Weight of the Nation (2012),Documentary
Drones (2010),Comedy
Drones (2010),Sci-Fi
Catch .44 (2011),Action
Catch .44 (2011),Drama
Catch .44 (2011),Thriller
"Return of Frank Cannon, The (1980)",Action
"Return of Frank Cannon,Crime
"Return of Frank Cannon,Drama
"Return of Frank Cannon,Mystery
"Return of Frank Cannon,Thriller
"Sound of Fury, The (1950)",Crime
"Sound of Fury,Drama
"Sound of Fury,Film-Noir
"Letter, The (2012)",Drama
Three Resurrected Drunkards (Kaette kita yopparai) (1968),Comedy
Tormento (1950),Drama
"Visiteurs du soir, Les (Devil's Envoys, The) (1942)",Drama
"Visiteurs du soir,Fantasy
"Visiteurs du soir,Romance
Ingmar Bergman Makes a Movie (Ingmar Bergman gör en film) (1963),Documentary
Eastwood on Eastwood (1997),Documentary
"Ernest Film Festival, The (1986)",Comedy
Giger's Necronomicon (1975),Documentary
"Secret Life of Zoey, The (2002)",Drama
Moebius Redux: A Life in Pictures (2007),Documentary
Tony (2009),Drama
Tony (2009),Horror
Tony (2009),Thriller
Dive! (Dive!: Living off America's Waste) (2010),Documentary
"Clink of Ice, The (a.k.a.: Sound of Ice Cubes, The) (Le bruit des glaçons) (2010)",Comedy
"Clink of Ice,Drama
"Warped Ones, The (Kyonetsu no kisetsu) (1960)",Drama
16 to Life (2009),Comedy
16 to Life (2009),Drama
How to Survive a Plague (2012),Documentary
[REC]³ 3 Génesis (2012),Horror
[REC]³ 3 Génesis (2012),Thriller
Four Sons (1940),Drama
Four Sons (1940),War
Gangs of Wasseypur (2012),Crime
Gangs of Wasseypur (2012),Drama
Greystone Park (2012),Horror
Last Ride (2009),Drama
Girl in Progress (2012),Comedy
Girl in Progress (2012),Drama
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),Adventure
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),Comedy
